,2k,4k,6k,500k,1k,3k,8k
8299,80,10,20,25.0,30.0,40.0,25.0
8300,80,10,25,25.0,30.0,40.0,25.0
8301,80,10,30,25.0,30.0,40.0,30.0
8302,80,10,35,25.0,30.0,40.0,30.0
8303,80,10,40,25.0,30.0,40.0,35.0
8304,80,10,45,25.0,35.0,40.0,40.0
8305,80,10,50,25.0,35.0,45.0,40.0
8306,80,10,55,25.0,35.0,45.0,45.0
8307,80,10,60,25.0,30.0,45.0,50.0
8308,80,10,65,25.0,35.0,45.0,55.0
8309,80,10,70,25.0,30.0,50.0,55.0
8310,80,10,75,25.0,35.0,50.0,60.0
8311,80,10,80,25.0,30.0,50.0,60.0
8312,80,10,85,25.0,35.0,50.0,65.0
8313,80,10,90,25.0,30.0,50.0,70.0
8314,80,10,95,25.0,30.0,50.0,70.0
8315,80,10,100,25.0,35.0,50.0,70.0
8316,80,15,-5,15.0,25.0,40.0,15.0
8317,80,15,0,20.0,30.0,40.0,15.0
8318,80,15,5,20.0,30.0,45.0,20.0
8319,80,15,10,20.0,30.0,40.0,20.0
8320,80,15,15,20.0,30.0,40.0,20.0
8321,80,15,20,25.0,30.0,40.0,25.0
8322,80,15,25,25.0,30.0,40.0,25.0
8323,80,15,30,25.0,30.0,40.0,30.0
8324,80,15,35,25.0,30.0,45.0,35.0
8325,80,15,40,25.0,35.0,45.0,35.0
8326,80,15,45,25.0,35.0,45.0,40.0
8327,80,15,50,25.0,35.0,45.0,45.0
8328,80,15,55,25.0,35.0,45.0,50.0
8329,80,15,60,25.0,35.0,50.0,55.0
8330,80,15,65,25.0,35.0,50.0,55.0
8331,80,15,70,25.0,35.0,50.0,60.0
8332,80,15,75,25.0,35.0,50.0,60.0
8333,80,15,80,25.0,35.0,50.0,65.0
8334,80,15,85,25.0,35.0,50.0,65.0
8335,80,15,90,25.0,35.0,50.0,70.0
8336,80,15,95,25.0,35.0,55.0,70.0
8337,80,15,100,25.0,35.0,55.0,70.0
8338,80,20,-5,15.0,25.0,40.0,15.0
8339,80,20,0,20.0,30.0,45.0,15.0
8340,80,20,5,20.0,30.0,45.0,20.0
8341,80,20,10,20.0,30.0,45.0,20.0
8342,80,20,15,20.0,30.0,45.0,20.0
8343,80,20,20,25.0,30.0,45.0,25.0
8344,80,20,25,25.0,35.0,45.0,30.0
8345,80,20,30,25.0,35.0,45.0,30.0
8346,80,20,35,25.0,35.0,45.0,35.0
8347,80,20,40,25.0,35.0,45.0,40.0
8348,80,20,45,25.0,35.0,45.0,40.0
8349,80,20,50,25.0,35.0,50.0,45.0
8350,80,20,55,25.0,35.0,50.0,50.0
8351,80,20,60,25.0,35.0,50.0,55.0
8352,80,20,65,25.0,35.0,50.0,60.0
8353,80,20,70,25.0,35.0,50.0,60.0
8354,80,20,75,25.0,35.0,50.0,65.0
8355,80,20,80,25.0,35.0,50.0,65.0
8356,80,20,85,30.0,35.0,55.0,70.0
8357,80,20,90,30.0,35.0,55.0,70.0
8358,80,20,95,30.0,35.0,55.0,70.0
8359,80,20,100,30.0,35.0,55.0,70.0
8360,80,25,-5,15.0,25.0,45.0,15.0
8361,80,25,0,15.0,30.0,45.0,15.0
8362,80,25,5,20.0,30.0,45.0,20.0
8363,80,25,10,20.0,30.0,45.0,20.0
8364,80,25,15,20.0,30.0,45.0,20.0
8365,80,25,20,25.0,30.0,45.0,25.0
8366,80,25,25,25.0,35.0,50.0,30.0
8367,80,25,30,25.0,35.0,50.0,30.0
8368,80,25,35,25.0,35.0,50.0,35.0
8369,80,25,40,25.0,35.0,50.0,40.0
8370,80,25,45,25.0,35.0,50.0,40.0
8371,80,25,50,25.0,35.0,50.0,45.0
8372,80,25,55,25.0,35.0,50.0,50.0
8373,80,25,60,25.0,35.0,50.0,55.0
8374,80,25,65,25.0,35.0,50.0,60.0
8375,80,25,70,25.0,35.0,55.0,65.0
8376,80,25,75,25.0,35.0,55.0,65.0
8377,80,25,80,30.0,35.0,55.0,70.0
8378,80,25,85,30.0,35.0,55.0,70.0
8379,80,25,90,30.0,35.0,55.0,70.0
8380,80,25,95,30.0,35.0,55.0,70.0
8381,80,25,100,30.0,35.0,55.0,75.0
8382,80,30,-5,15.0,25.0,50.0,15.0
8383,80,30,0,15.0,25.0,50.0,15.0
8384,80,30,5,15.0,25.0,50.0,20.0
8385,80,30,10,20.0,30.0,50.0,20.0
8386,80,30,15,20.0,30.0,50.0,25.0
8387,80,30,20,25.0,30.0,50.0,25.0
8388,80,30,25,25.0,30.0,50.0,30.0
8389,80,30,30,25.0,35.0,50.0,30.0
8390,80,30,35,25.0,35.0,50.0,35.0
8391,80,30,40,30.0,35.0,50.0,40.0
8392,80,30,45,30.0,35.0,50.0,40.0
8393,80,30,50,25.0,35.0,50.0,45.0
8394,80,30,55,30.0,35.0,50.0,50.0
8395,80,30,60,30.0,35.0,55.0,55.0
8396,80,30,65,25.0,35.0,55.0,60.0
8397,80,30,70,30.0,35.0,55.0,65.0
8398,80,30,75,30.0,35.0,55.0,65.0
8399,80,30,80,30.0,40.0,55.0,65.0
8400,80,30,85,30.0,40.0,55.0,70.0
8401,80,30,90,30.0,35.0,60.0,70.0
8402,80,30,95,30.0,35.0,60.0,75.0
8403,80,30,100,30.0,35.0,60.0,75.0
8404,80,35,-5,15.0,25.0,50.0,15.0
8405,80,35,0,15.0,25.0,50.0,20.0
8406,80,35,5,15.0,25.0,50.0,20.0
8407,80,35,10,20.0,30.0,50.0,20.0
8408,80,35,15,20.0,30.0,50.0,25.0
8409,80,35,20,20.0,30.0,50.0,25.0
8410,80,35,25,25.0,30.0,50.0,30.0
8411,80,35,30,25.0,35.0,50.0,30.0
8412,80,35,35,25.0,35.0,55.0,35.0
8413,80,35,40,25.0,35.0,55.0,40.0
8414,80,35,45,25.0,35.0,55.0,45.0
8415,80,35,50,30.0,40.0,55.0,50.0
8416,80,35,55,30.0,40.0,55.0,55.0
8417,80,35,60,30.0,35.0,55.0,55.0
8418,80,35,65,30.0,35.0,55.0,60.0
8419,80,35,70,30.0,40.0,55.0,65.0
8420,80,35,75,30.0,40.0,60.0,65.0
8421,80,35,80,30.0,40.0,60.0,65.0
8422,80,35,85,30.0,40.0,60.0,70.0
8423,80,35,90,30.0,40.0,60.0,70.0
8424,80,35,95,30.0,40.0,60.0,75.0
8425,80,35,100,30.0,40.0,60.0,75.0
8426,80,40,-5,15.0,25.0,50.0,15.0
8427,80,40,0,15.0,25.0,50.0,20.0
8428,80,40,5,15.0,25.0,55.0,20.0
8429,80,40,10,20.0,30.0,55.0,20.0
8430,80,40,15,20.0,30.0,55.0,20.0
8431,80,40,20,20.0,30.0,55.0,25.0
8432,80,40,25,25.0,30.0,55.0,30.0
8433,80,40,30,25.0,35.0,55.0,35.0
8434,80,40,35,25.0,35.0,55.0,35.0
8435,80,40,40,25.0,35.0,55.0,40.0
8436,80,40,45,30.0,35.0,55.0,45.0
8437,80,40,50,30.0,40.0,55.0,50.0
8438,80,40,55,30.0,40.0,55.0,55.0
8439,80,40,60,30.0,40.0,60.0,60.0
8440,80,40,65,30.0,40.0,60.0,60.0
8441,80,40,70,30.0,40.0,60.0,65.0
8442,80,40,75,30.0,40.0,60.0,65.0
8443,80,40,80,30.0,40.0,60.0,70.0
8444,80,40,85,30.0,40.0,60.0,70.0
8445,80,40,90,35.0,40.0,60.0,75.0
8446,80,40,95,30.0,40.0,60.0,75.0
8447,80,40,100,30.0,40.0,65.0,75.0
8448,80,45,-5,15.0,25.0,50.0,15.0
8449,80,45,0,15.0,25.0,50.0,20.0
8450,80,45,5,15.0,25.0,55.0,20.0
8451,80,45,10,20.0,30.0,55.0,20.0
8452,80,45,15,20.0,30.0,55.0,20.0
8453,80,45,20,20.0,30.0,55.0,25.0
8454,80,45,25,25.0,30.0,55.0,30.0
8455,80,45,30,25.0,35.0,55.0,30.0
8456,80,45,35,25.0,35.0,55.0,35.0
8457,80,45,40,25.0,35.0,55.0,40.0
8458,80,45,45,25.0,35.0,55.0,45.0
8459,80,45,50,30.0,40.0,60.0,50.0
8460,80,45,55,30.0,40.0,60.0,55.0
8461,80,45,60,30.0,40.0,60.0,60.0
8462,80,45,65,30.0,40.0,60.0,60.0
8463,80,45,70,30.0,45.0,60.0,65.0
8464,80,45,75,30.0,40.0,60.0,65.0
8465,80,45,80,30.0,40.0,65.0,70.0
8466,80,45,85,30.0,40.0,65.0,70.0
8467,80,45,90,35.0,40.0,65.0,75.0
8468,80,45,95,35.0,40.0,65.0,75.0
8469,80,45,100,35.0,45.0,65.0,80.0
8470,80,50,-5,15.0,25.0,55.0,20.0
8471,80,50,0,15.0,25.0,55.0,20.0
8472,80,50,5,15.0,25.0,55.0,20.0
8473,80,50,10,20.0,25.0,55.0,20.0
8474,80,50,15,20.0,30.0,55.0,25.0
8475,80,50,20,20.0,30.0,55.0,25.0
8476,80,50,25,20.0,30.0,60.0,30.0
8477,80,50,30,25.0,30.0,60.0,30.0
8478,80,50,35,25.0,35.0,60.0,35.0
8479,80,50,40,25.0,35.0,60.0,40.0
8480,80,50,45,25.0,35.0,60.0,45.0
8481,80,50,50,30.0,40.0,60.0,50.0
8482,80,50,55,30.0,40.0,60.0,55.0
8483,80,50,60,35.0,45.0,65.0,60.0
8484,80,50,65,30.0,45.0,65.0,60.0
8485,80,50,70,35.0,45.0,65.0,65.0
8486,80,50,75,30.0,45.0,65.0,70.0
8487,80,50,80,30.0,45.0,65.0,70.0
8488,80,50,85,35.0,45.0,65.0,75.0
8489,80,50,90,35.0,45.0,65.0,75.0
8490,80,50,95,35.0,45.0,65.0,80.0
8491,80,50,100,35.0,45.0,65.0,80.0
8492,80,55,-5,15.0,25.0,55.0,20.0
8493,80,55,0,15.0,25.0,55.0,20.0
8494,80,55,5,15.0,25.0,55.0,20.0
8495,80,55,10,15.0,25.0,55.0,20.0
8496,80,55,15,20.0,25.0,55.0,25.0
8497,80,55,20,20.0,30.0,60.0,25.0
8498,80,55,25,20.0,30.0,60.0,30.0
8499,80,55,30,20.0,30.0,60.0,30.0
8500,80,55,35,25.0,30.0,60.0,35.0
8501,80,55,40,25.0,35.0,60.0,40.0
8502,80,55,45,30.0,40.0,65.0,50.0
8503,80,55,50,30.0,45.0,65.0,50.0
8504,80,55,55,35.0,45.0,65.0,55.0
8505,80,55,60,35.0,45.0,65.0,60.0
8506,80,55,65,30.0,45.0,65.0,65.0
8507,80,55,70,35.0,50.0,65.0,65.0
8508,80,55,75,35.0,45.0,65.0,70.0
8509,80,55,80,35.0,45.0,65.0,75.0
8510,80,55,85,35.0,45.0,65.0,75.0
8511,80,55,90,35.0,45.0,70.0,75.0
8512,80,55,95,35.0,45.0,70.0,80.0
8513,80,55,100,35.0,45.0,70.0,80.0
8514,80,60,-5,15.0,25.0,55.0,20.0
8515,80,60,0,15.0,25.0,55.0,20.0
8516,80,60,5,15.0,25.0,55.0,20.0
8517,80,60,10,15.0,25.0,60.0,25.0
8518,80,60,15,20.0,30.0,60.0,25.0
8519,80,60,20,20.0,30.0,60.0,25.0
8520,80,60,25,20.0,30.0,60.0,30.0
8521,80,60,30,20.0,30.0,60.0,35.0
8522,80,60,35,25.0,30.0,60.0,35.0
8523,80,60,40,25.0,35.0,65.0,40.0
8524,80,60,45,30.0,40.0,65.0,50.0
8525,80,60,50,30.0,40.0,65.0,55.0
8526,80,60,55,30.0,45.0,65.0,55.0
8527,80,60,60,35.0,50.0,65.0,60.0
8528,80,60,65,35.0,50.0,70.0,65.0
8529,80,60,70,35.0,50.0,70.0,65.0
8530,80,60,75,35.0,50.0,70.0,70.0
8531,80,60,80,35.0,45.0,70.0,75.0
8532,80,60,85,35.0,50.0,70.0,75.0
8533,80,60,90,35.0,45.0,70.0,80.0
8534,80,60,95,35.0,45.0,70.0,80.0
8535,80,60,100,35.0,45.0,70.0,80.0
8536,80,65,-5,15.0,25.0,55.0,20.0
8537,80,65,0,15.0,25.0,55.0,20.0
8538,80,65,5,15.0,25.0,60.0,20.0
8539,80,65,10,20.0,25.0,60.0,25.0
8540,80,65,15,20.0,30.0,60.0,25.0
8541,80,65,20,20.0,30.0,60.0,30.0
8542,80,65,25,20.0,30.0,60.0,30.0
8543,80,65,30,20.0,30.0,65.0,35.0
8544,80,65,35,20.0,30.0,65.0,40.0
8545,80,65,40,25.0,35.0,65.0,45.0
8546,80,65,45,25.0,35.0,65.0,50.0
8547,80,65,50,30.0,40.0,65.0,55.0
8548,80,65,55,30.0,45.0,70.0,55.0
8549,80,65,60,35.0,45.0,70.0,60.0
8550,80,65,65,35.0,45.0,70.0,65.0
8551,80,65,70,35.0,50.0,70.0,70.0
8552,80,65,75,35.0,50.0,70.0,75.0
8553,80,65,80,40.0,50.0,70.0,75.0
8554,80,65,85,35.0,45.0,70.0,75.0
8555,80,65,90,35.0,50.0,70.0,80.0
8556,80,65,95,40.0,50.0,70.0,80.0
8557,80,65,100,40.0,50.0,75.0,80.0
8558,80,70,-5,15.0,25.0,55.0,20.0
8559,80,70,0,15.0,25.0,55.0,20.0
8560,80,70,5,15.0,25.0,60.0,20.0
8561,80,70,10,20.0,25.0,60.0,25.0
8562,80,70,15,20.0,25.0,60.0,25.0
8563,80,70,20,20.0,30.0,60.0,30.0
8564,80,70,25,20.0,30.0,65.0,30.0
8565,80,70,30,20.0,30.0,65.0,35.0
8566,80,70,35,20.0,30.0,65.0,40.0
8567,80,70,40,25.0,35.0,65.0,45.0
8568,80,70,45,25.0,35.0,70.0,50.0
8569,80,70,50,25.0,35.0,70.0,55.0
8570,80,70,55,30.0,40.0,70.0,55.0
8571,80,70,60,30.0,45.0,70.0,60.0
8572,80,70,65,35.0,45.0,70.0,65.0
8573,80,70,70,35.0,50.0,70.0,70.0
8574,80,70,75,35.0,50.0,75.0,70.0
8575,80,70,80,35.0,50.0,75.0,75.0
8576,80,70,85,40.0,50.0,75.0,75.0
8577,80,70,90,40.0,50.0,75.0,80.0
8578,80,70,95,40.0,50.0,75.0,80.0
8579,80,70,100,40.0,50.0,75.0,85.0
8580,80,75,-5,15.0,25.0,55.0,20.0
8581,80,75,0,15.0,25.0,60.0,20.0
8582,80,75,5,15.0,25.0,60.0,25.0
8583,80,75,10,20.0,25.0,60.0,25.0
8584,80,75,15,20.0,25.0,60.0,25.0
8585,80,75,20,20.0,25.0,65.0,30.0
8586,80,75,25,20.0,30.0,65.0,35.0
8587,80,75,30,20.0,30.0,65.0,35.0
8588,80,75,35,20.0,30.0,65.0,45.0
8589,80,75,40,25.0,30.0,70.0,45.0
8590,80,75,45,25.0,35.0,70.0,50.0
8591,80,75,50,25.0,35.0,70.0,55.0
8592,80,75,55,30.0,40.0,70.0,60.0
8593,80,75,60,30.0,40.0,70.0,65.0
8594,80,75,65,30.0,45.0,75.0,65.0
8595,80,75,70,35.0,45.0,75.0,70.0
8596,80,75,75,35.0,50.0,75.0,70.0
8597,80,75,80,40.0,50.0,75.0,75.0
8598,80,75,85,40.0,55.0,75.0,80.0
8599,80,75,90,45.0,55.0,75.0,80.0
8600,80,75,95,45.0,55.0,80.0,85.0
8601,80,75,100,45.0,55.0,80.0,85.0
8602,80,80,-5,15.0,25.0,60.0,20.0
8603,80,80,0,15.0,25.0,60.0,25.0
8604,80,80,5,15.0,25.0,60.0,25.0
8605,80,80,10,20.0,25.0,60.0,25.0
8606,80,80,15,20.0,25.0,65.0,25.0
8607,80,80,20,20.0,30.0,65.0,30.0
8608,80,80,25,20.0,25.0,65.0,35.0
8609,80,80,30,20.0,30.0,65.0,40.0
8610,80,80,35,20.0,30.0,65.0,45.0
8611,80,80,40,25.0,35.0,70.0,50.0
8612,80,80,45,25.0,35.0,70.0,55.0
8613,80,80,50,25.0,35.0,70.0,55.0
8614,80,80,55,30.0,40.0,70.0,60.0
8615,80,80,60,30.0,45.0,75.0,65.0
8616,80,80,65,35.0,45.0,75.0,65.0
8617,80,80,70,35.0,45.0,75.0,70.0
8618,80,80,75,40.0,50.0,80.0,75.0
8619,80,80,80,40.0,50.0,80.0,75.0
8620,80,80,85,45.0,55.0,80.0,80.0
8621,80,80,90,45.0,55.0,80.0,85.0
8622,80,80,95,45.0,55.0,80.0,85.0
8623,80,80,100,45.0,55.0,80.0,85.0
8624,80,85,-5,15.0,20.0,60.0,20.0
8625,80,85,0,15.0,25.0,60.0,25.0
8626,80,85,5,15.0,25.0,60.0,25.0
8627,80,85,10,20.0,25.0,60.0,25.0
8628,80,85,15,20.0,25.0,65.0,30.0
8629,80,85,20,20.0,25.0,65.0,35.0
8630,80,85,25,20.0,25.0,65.0,40.0
8631,80,85,30,20.0,30.0,65.0,45.0
8632,80,85,35,20.0,30.0,70.0,45.0
8633,80,85,40,20.0,30.0,70.0,50.0
8634,80,85,45,25.0,35.0,70.0,55.0
8635,80,85,50,30.0,40.0,75.0,60.0
8636,80,85,55,30.0,45.0,75.0,65.0
8637,80,85,60,30.0,45.0,75.0,65.0
8638,80,85,65,35.0,45.0,80.0,70.0
8639,80,85,70,35.0,45.0,80.0,70.0
8640,80,85,75,35.0,50.0,80.0,75.0
8641,80,85,80,40.0,50.0,80.0,75.0
8642,80,85,85,40.0,50.0,80.0,80.0
8643,80,85,90,40.0,55.0,85.0,85.0
8644,80,85,95,45.0,55.0,85.0,85.0
8645,80,85,100,45.0,55.0,85.0,85.0
8646,80,90,-5,15.0,25.0,60.0,25.0
8647,80,90,0,20.0,25.0,60.0,25.0
8648,80,90,5,20.0,25.0,60.0,25.0
8649,80,90,10,20.0,25.0,65.0,30.0
8650,80,90,15,20.0,25.0,65.0,30.0
8651,80,90,20,20.0,25.0,65.0,35.0
8652,80,90,25,20.0,25.0,65.0,40.0
8653,80,90,30,20.0,30.0,70.0,45.0
8654,80,90,35,20.0,30.0,70.0,50.0
8655,80,90,40,25.0,35.0,70.0,55.0
8656,80,90,45,25.0,35.0,70.0,55.0
8657,80,90,50,30.0,40.0,75.0,60.0
8658,80,90,55,30.0,40.0,75.0,65.0
8659,80,90,60,30.0,40.0,75.0,70.0
8660,80,90,65,35.0,45.0,80.0,70.0
8661,80,90,70,35.0,45.0,80.0,75.0
8662,80,90,75,35.0,45.0,80.0,75.0
8663,80,90,80,35.0,45.0,80.0,80.0
8664,80,90,85,40.0,50.0,85.0,80.0
8665,80,90,90,40.0,55.0,85.0,85.0
8666,80,90,95,40.0,55.0,85.0,85.0
8667,80,90,100,45.0,55.0,85.0,90.0
8668,80,95,-5,15.0,25.0,60.0,25.0
8669,80,95,0,20.0,25.0,60.0,25.0
8670,80,95,5,20.0,25.0,65.0,25.0
8671,80,95,10,20.0,25.0,65.0,30.0
8672,80,95,15,20.0,25.0,65.0,35.0
8673,80,95,20,20.0,25.0,65.0,40.0
8674,80,95,25,20.0,30.0,70.0,40.0
8675,80,95,30,20.0,30.0,70.0,50.0
8676,80,95,35,25.0,30.0,70.0,55.0
8677,80,95,40,25.0,35.0,70.0,55.0
8678,80,95,45,30.0,35.0,75.0,60.0
8679,80,95,50,30.0,35.0,75.0,65.0
8680,80,95,55,30.0,40.0,75.0,65.0
8681,80,95,60,35.0,45.0,80.0,70.0
8682,80,95,65,30.0,45.0,80.0,70.0
8683,80,95,70,35.0,45.0,80.0,75.0
8684,80,95,75,35.0,45.0,80.0,75.0
8685,80,95,80,35.0,45.0,85.0,80.0
8686,80,95,85,40.0,50.0,85.0,85.0
8687,80,95,90,40.0,50.0,85.0,85.0
8688,80,95,95,40.0,50.0,85.0,90.0
8689,80,95,100,40.0,50.0,85.0,90.0
8690,80,100,-5,15.0,25.0,60.0,25.0
8691,80,100,0,15.0,25.0,60.0,25.0
8692,80,100,5,20.0,25.0,65.0,30.0
8693,80,100,10,20.0,25.0,65.0,35.0
8694,80,100,15,20.0,25.0,65.0,40.0
8695,80,100,20,20.0,25.0,65.0,40.0
8696,80,100,25,20.0,25.0,70.0,45.0
8697,80,100,30,25.0,30.0,70.0,50.0
8698,80,100,35,25.0,30.0,70.0,55.0
8699,80,100,40,25.0,35.0,75.0,60.0
8700,80,100,45,30.0,35.0,75.0,60.0
8701,80,100,50,30.0,40.0,75.0,65.0
8702,80,100,55,30.0,40.0,75.0,70.0
8703,80,100,60,35.0,45.0,80.0,70.0
8704,80,100,65,35.0,45.0,80.0,75.0
8705,80,100,70,35.0,45.0,85.0,75.0
8706,80,100,75,40.0,50.0,85.0,80.0
8707,80,100,80,35.0,45.0,85.0,80.0
8708,80,100,85,40.0,50.0,85.0,85.0
8709,80,100,90,40.0,50.0,85.0,85.0
8710,80,100,95,40.0,50.0,85.0,90.0
8711,80,100,100,40.0,50.0,85.0,90.0
8712,85,-5,-5,20.0,25.0,35.0,15.0
8713,85,-5,0,20.0,30.0,35.0,15.0
8714,85,-5,5,20.0,30.0,35.0,20.0
8715,85,-5,10,20.0,30.0,35.0,20.0
8716,85,-5,15,20.0,30.0,35.0,20.0
8717,85,-5,20,20.0,30.0,35.0,20.0
8718,85,-5,25,20.0,30.0,35.0,25.0
8719,85,-5,30,20.0,30.0,35.0,25.0
8720,85,-5,35,20.0,30.0,35.0,25.0
8721,85,-5,40,20.0,30.0,35.0,30.0
8722,85,-5,45,20.0,30.0,35.0,35.0
8723,85,-5,50,20.0,30.0,40.0,35.0
8724,85,-5,55,20.0,30.0,40.0,40.0
8725,85,-5,60,25.0,30.0,40.0,45.0
8726,85,-5,65,25.0,30.0,40.0,45.0
8727,85,-5,70,20.0,30.0,40.0,50.0
8728,85,-5,75,25.0,30.0,45.0,55.0
8729,85,-5,80,25.0,30.0,45.0,55.0
8730,85,-5,85,25.0,30.0,45.0,60.0
8731,85,-5,90,25.0,30.0,45.0,60.0
8732,85,-5,95,25.0,30.0,45.0,65.0
8733,85,-5,100,20.0,30.0,50.0,70.0
8734,85,0,-5,20.0,30.0,35.0,15.0
8735,85,0,0,20.0,30.0,35.0,15.0
8736,85,0,5,20.0,30.0,35.0,20.0
8737,85,0,10,20.0,30.0,35.0,20.0
8738,85,0,15,20.0,30.0,35.0,20.0
8739,85,0,20,20.0,30.0,40.0,20.0
8740,85,0,25,25.0,30.0,40.0,25.0
8741,85,0,30,25.0,30.0,40.0,25.0
8742,85,0,35,25.0,30.0,40.0,30.0
8743,85,0,40,25.0,30.0,40.0,35.0
8744,85,0,45,20.0,30.0,40.0,35.0
8745,85,0,50,25.0,30.0,40.0,40.0
8746,85,0,55,25.0,30.0,40.0,40.0
8747,85,0,60,25.0,30.0,40.0,45.0
8748,85,0,65,25.0,30.0,45.0,50.0
8749,85,0,70,25.0,30.0,45.0,50.0
8750,85,0,75,25.0,30.0,45.0,55.0
8751,85,0,80,25.0,30.0,45.0,60.0
8752,85,0,85,25.0,30.0,45.0,60.0
8753,85,0,90,25.0,30.0,50.0,65.0
8754,85,0,95,25.0,30.0,50.0,65.0
8755,85,0,100,25.0,30.0,50.0,70.0
8756,85,5,-5,20.0,30.0,35.0,15.0
8757,85,5,0,20.0,30.0,35.0,15.0
8758,85,5,5,20.0,30.0,40.0,20.0
8759,85,5,10,20.0,30.0,40.0,20.0
8760,85,5,15,20.0,30.0,40.0,20.0
8761,85,5,20,20.0,30.0,40.0,25.0
8762,85,5,25,25.0,30.0,40.0,25.0
8763,85,5,30,25.0,30.0,40.0,30.0
8764,85,5,35,25.0,30.0,40.0,30.0
8765,85,5,40,25.0,30.0,40.0,35.0
8766,85,5,45,25.0,30.0,40.0,40.0
8767,85,5,50,25.0,30.0,40.0,40.0
8768,85,5,55,25.0,35.0,45.0,45.0
8769,85,5,60,25.0,30.0,45.0,50.0
8770,85,5,65,25.0,30.0,45.0,50.0
8771,85,5,70,25.0,30.0,50.0,55.0
8772,85,5,75,25.0,30.0,50.0,55.0
8773,85,5,80,25.0,35.0,50.0,60.0
8774,85,5,85,25.0,30.0,50.0,65.0
8775,85,5,90,25.0,30.0,50.0,65.0
8776,85,5,95,25.0,30.0,50.0,70.0
8777,85,5,100,25.0,30.0,50.0,70.0
8778,85,10,-5,20.0,30.0,40.0,15.0
8779,85,10,0,20.0,30.0,40.0,15.0
8780,85,10,5,20.0,30.0,40.0,20.0
8781,85,10,10,20.0,30.0,40.0,20.0
8782,85,10,15,20.0,30.0,40.0,20.0
8783,85,10,20,25.0,30.0,40.0,25.0
8784,85,10,25,25.0,30.0,40.0,25.0
8785,85,10,30,25.0,30.0,40.0,30.0
8786,85,10,35,25.0,30.0,40.0,35.0
8787,85,10,40,25.0,30.0,40.0,35.0
8788,85,10,45,25.0,35.0,45.0,40.0
8789,85,10,50,25.0,30.0,45.0,45.0
8790,85,10,55,25.0,35.0,45.0,45.0
8791,85,10,60,25.0,35.0,45.0,50.0
8792,85,10,65,25.0,35.0,50.0,55.0
8793,85,10,70,25.0,35.0,50.0,60.0
8794,85,10,75,25.0,35.0,50.0,60.0
8795,85,10,80,25.0,35.0,50.0,65.0
8796,85,10,85,25.0,35.0,50.0,65.0
8797,85,10,90,25.0,35.0,50.0,65.0
8798,85,10,95,25.0,35.0,50.0,70.0
8799,85,10,100,25.0,35.0,55.0,70.0
8800,85,15,-5,20.0,30.0,40.0,15.0
8801,85,15,0,20.0,30.0,45.0,20.0
8802,85,15,5,20.0,30.0,45.0,20.0
8803,85,15,10,20.0,30.0,45.0,20.0
8804,85,15,15,25.0,30.0,45.0,20.0
8805,85,15,20,25.0,30.0,45.0,25.0
8806,85,15,25,25.0,35.0,45.0,30.0
8807,85,15,30,25.0,35.0,45.0,30.0
8808,85,15,35,25.0,35.0,45.0,35.0
8809,85,15,40,25.0,35.0,45.0,35.0
8810,85,15,45,25.0,35.0,45.0,40.0
8811,85,15,50,25.0,35.0,45.0,45.0
8812,85,15,55,25.0,35.0,50.0,50.0
8813,85,15,60,25.0,35.0,50.0,55.0
8814,85,15,65,25.0,35.0,50.0,55.0
8815,85,15,70,25.0,35.0,50.0,60.0
8816,85,15,75,25.0,35.0,50.0,60.0
8817,85,15,80,25.0,35.0,50.0,65.0
8818,85,15,85,25.0,35.0,55.0,65.0
8819,85,15,90,30.0,35.0,55.0,70.0
8820,85,15,95,30.0,35.0,55.0,70.0
8821,85,15,100,30.0,35.0,55.0,70.0
8822,85,20,-5,15.0,25.0,45.0,15.0
8823,85,20,0,20.0,30.0,45.0,15.0
8824,85,20,5,20.0,30.0,45.0,20.0
8825,85,20,10,20.0,30.0,45.0,20.0
8826,85,20,15,20.0,30.0,45.0,25.0
8827,85,20,20,25.0,30.0,45.0,25.0
8828,85,20,25,25.0,35.0,45.0,30.0
8829,85,20,30,25.0,35.0,45.0,30.0
8830,85,20,35,25.0,35.0,50.0,35.0
8831,85,20,40,25.0,35.0,50.0,40.0
8832,85,20,45,25.0,35.0,50.0,40.0
8833,85,20,50,25.0,35.0,50.0,45.0
8834,85,20,55,25.0,35.0,50.0,50.0
8835,85,20,60,25.0,35.0,50.0,55.0
8836,85,20,65,25.0,35.0,50.0,55.0
8837,85,20,70,25.0,35.0,55.0,60.0
8838,85,20,75,25.0,35.0,55.0,65.0
8839,85,20,80,25.0,35.0,55.0,65.0
8840,85,20,85,30.0,35.0,55.0,65.0
8841,85,20,90,30.0,35.0,55.0,70.0
8842,85,20,95,30.0,35.0,55.0,70.0
8843,85,20,100,30.0,35.0,55.0,70.0
8844,85,25,-5,15.0,25.0,45.0,15.0
8845,85,25,0,20.0,30.0,45.0,15.0
8846,85,25,5,20.0,30.0,45.0,20.0
8847,85,25,10,20.0,30.0,50.0,25.0
8848,85,25,15,20.0,30.0,50.0,25.0
8849,85,25,20,25.0,30.0,50.0,25.0
8850,85,25,25,25.0,35.0,50.0,30.0
8851,85,25,30,25.0,35.0,50.0,30.0
8852,85,25,35,25.0,35.0,50.0,35.0
8853,85,25,40,25.0,35.0,50.0,40.0
8854,85,25,45,30.0,35.0,50.0,45.0
8855,85,25,50,25.0,35.0,50.0,45.0
